"","source","audit_type_condensed","authors","title","urls","journal_series_institution","year","keywords","abstract","source_detailed","audit_type","paper_id"
"303","Other non-ACM","Case Study",NA,"Understanding Decision Subjects’ Fairness Perceptions and Retention in AI-Based Decision Systems: A Long-Term View","https://doi.org/10.3390/make4020026",NA,2022,"AI explanation; AI fairness; trust; perception of fairness; AI ethics","AI-assisted decision-making that impacts individuals raises critical questions about transparency and fairness in artificial intelligence (AI). Much research has highlighted the reciprocal relationships between the transparency/explanation and fairness in AI-assisted decision-making. Thus, considering their impact on user trust or perceived fairness simultaneously benefits responsible use of socio-technical AI systems, but currently receives little attention. In this paper, we investigate the effects of AI explanations and fairness on human-AI trust and perceived fairness, respectively, in specific AI-based decision-making scenarios. A user study simulating AI-assisted decision-making in two health insurance and medical treatment decision-making scenarios provided important insights. Due to the global pandemic and restrictions thereof, the user studies were conducted as online surveys. From the participant’s trust perspective, fairness was found to affect user trust only under the condition of a low fairness level, with the low fairness level reducing user trust. However, adding explanations helped users increase their trust in AI-assisted decision-making. From the perspective of perceived fairness, our work found that low levels of introduced fairness decreased users’ perceptions of fairness, while high levels of introduced fairness increased users’ perceptions of fairness. The addition of explanations definitely increased the perception of fairness. Furthermore, we found that application scenarios influenced trust and perceptions of fairness. The results show that the use of AI explanations and fairness statements in AI applications is complex: we need to consider not only the type of explanations and the degree of fairness introduced, but also the scenarios in which AI-assisted decision-making is used.","OAT - Algorithm/Model Audit Case Studies","Case Study",289
"304","Other non-ACM","Case Study",NA,"How Cognitive Biases Affect XAI-assisted Decision-making: A Systematic Review","https://dl.acm.org/doi/10.1145/3514094.3534164",NA,2022,"Explainability, explainable AI, cognitive bias, human-centered AI, XAI.","The field of eXplainable Artificial Intelligence (XAI) aims to bring transparency to complex AI systems. Although it is usually considered an essentially technical field, effort has been made recently to better understand users' human explanation methods and cognitive constraints. Despite these advances, the community lacks a general vision of what and how cognitive biases affect explainability systems. To address this gap, we present a heuristic map which matches human cognitive biases with explainability techniques from the XAI literature, structured around XAI-aided decision-making. We identify four main ways cognitive biases affect or are affected by XAI systems: 1) cognitive biases affect how XAI methods are designed, 2) they can distort how XAI techniques are evaluated in user studies, 3) some cognitive biases can be successfully mitigated by XAI techniques, and, on the contrary, 4) some cognitive biases can be exacerbated by XAI techniques. We construct this heuristic map through the systematic review of 37 papers-drawn from a corpus of 285-that reveal cognitive biases in XAI systems, including the explainability method and the user and task types in which they arise. We use the findings from our review to structure directions for future XAI systems to better align with people's cognitive processes.","OAT - Algorithm/Model Audit Case Studies","Case Study",290
"305","Other non-ACM","Case Study",NA,"The Cost of Ethical AI Development for AI Startups","https://dl.acm.org/doi/10.1145/3514094.3534195",NA,2022,"artificial intelligence, ethics, data, startup, competition","Artificial Intelligence startups use training data as direct inputs in product development. These firms must balance numerous tradeoffs between ethical issues and data access without substantive guidance from regulators or existing judicial precedence. We survey these startups to determine what actions they have taken to address these ethical issues and the consequences of those actions. We find that 58% of these startups have established a set of AI principles. Startups with data-sharing relationships with high-technology firms or that have prior experience with privacy regulations are more likely to establish ethical AI principles and are more likely to take costly steps, like dropping training data or turning down business, to adhere to their ethical AI policies. Moreover, startups with ethical AI policies are more likely to invest in unconscious bias training, hire ethnic minorities and female programmers, seek expert advice, and search for more diverse training data. Potential costs associated with data-sharing relationships and the adherence to ethical policies may create tradeoffs between increased AI product competition and more ethical AI production.","OAT - Algorithm/Model Audit Case Studies","Case Study",291
"306","Other non-ACM","Case Study",NA,"Fairness in Agreement With European Values: An Interdisciplinary Perspective on AI Regulation","https://arxiv.org/abs/2207.01510",NA,2022,NA,"With increasing digitalization, Artificial Intelligence (AI) is becoming ubiquitous. AI-based systems to identify, optimize, automate, and scale solutions to complex economic and societal problems are being proposed and implemented. This has motivated regulation efforts, including the Proposal of an EU AI Act. This interdisciplinary position paper considers various concerns surrounding fairness and discrimination in AI, and discusses how AI regulations address them, focusing on (but not limited to) the Proposal. We first look at AI and fairness through the lenses of law, (AI) industry, sociotechnology, and (moral) philosophy, and present various perspectives. Then, we map these perspectives along three axes of interests: (i) Standardization vs. Localization, (ii) Utilitarianism vs. Egalitarianism, and (iii) Consequential vs. Deontological ethics which leads us to identify a pattern of common arguments and tensions between these axes. Positioning the discussion within the axes of interest and with a focus on reconciling the key tensions, we identify and propose the roles AI Regulation should take to make the endeavor of the AI Act a success in terms of AI fairness concerns.","OAT - Algorithm/Model Audit Case Studies","Case Study",292
"307","Other non-ACM","Case Study",NA,"Gender Bias in Word Embeddings: A Comprehensive Analysis of Frequency, Syntax, and Semantics","https://arxiv.org/abs/2206.03390",NA,2022,"word embeddings, AI bias, gender bias, psycholinguistics, representation, masculine default","The statistical regularities in language corpora encode well-known social biases into word embeddings. Here, we focus on gender to provide a comprehensive analysis of group-based biases in widely-used static English word embeddings trained on internet corpora (GloVe 2014, fastText 2017). Using the Single-Category Word Embedding Association Test, we demonstrate the widespread prevalence of gender biases that also show differences in: (1) frequencies of words associated with men versus women; (b) part-of-speech tags in gender-associated words; (c) semantic categories in gender-associated words; and (d) valence, arousal, and dominance in gender-associated words.
First, in terms of word frequency: we find that, of the 1,000 most frequent words in the vocabulary, 77% are more associated with men than women, providing direct evidence of a masculine default in the everyday language of the English-speaking world. Second, turning to parts-of-speech: the top male-associated words are typically verbs (e.g., fight, overpower) while the top female-associated words are typically adjectives and adverbs (e.g., giving, emotionally). Gender biases in embeddings also permeate parts-of-speech. Third, for semantic categories: bottom-up, cluster analyses of the top 1,000 words associated with each gender. The top male-associated concepts include roles and domains of big tech, engineering, religion, sports, and violence; in contrast, the top female-associated concepts are less focused on roles, including, instead, female-specific slurs and sexual content, as well as appearance and kitchen terms. Fourth, using human ratings of word valence, arousal, and dominance from a ~20,000 word lexicon, we find that male-associated words are higher on arousal and dominance, while female-associated words are higher on valence. ","OAT - Algorithm/Model Audit Case Studies","Case Study",293
"308","Other non-ACM","Case Study",NA,"Ordinary people as moral heroes and foes: Digital role model narratives propagate social norms in China’s Social Credit System","https://dl.acm.org/doi/10.1145/3514094.3534180",NA,2022,"China, Social Credit System, moral education, narrative study","The Chinese Social Credit System (SCS) is a digital sociotechnical credit system that rewards and sanctions economic and social behaviors of individuals and companies. As a complex and transformative digital credit system, the SCS uses digital communication channels to inform the Chinese public about behaviors that lead to reward or sanction. Since 2017, the Chinese government has been publishing ""blameworthy"" and ""praiseworthy"" role model narratives of ordinary Chinese citizens on its central SCS information platform creditchina.gov.cn. Across many cultures, role model narratives are a known instrument to convey ""appropriate"" and ""inappropriate"" social norms. Using a directed content analysis methodology, we study the SCS-specific social norms embedded in 100 ""praiseworthy"" and 100 ""blameworthy"" role model narratives published on creditchina.gov.cn. ""Blameworthy"" role model narratives stress social norms associated with an ""immoral"" SCS identity label termed ""Lao Lai"" - a ""moral foe"" that fails to repay debt. SCS role model narratives familiarize Chinese society with SCS-specific measures such as digital surveillance, public shaming, and disproportionate punishment. Our study makes progress towards understanding how a state-run sociotechnical credit system combines digital tools with culturally familiar customs to propagate ""blameworthy"" and ""praiseworthy"" identities.","OAT - Algorithm/Model Audit Case Studies","Case Study",294
"309","Other non-ACM","Case Study","Basileal Imana, Aleksandra Korolova, John Heidemann","Auditing for Discrimination in Algorithms Delivering Job Ads","https://dl.acm.org/doi/pdf/10.1145/3442381.3450077",NA,2022,NA,"Ad platforms such as Facebook, Google and LinkedIn promise
value for advertisers through their targeted advertising. How-
ever, multiple studies have shown that ad delivery on such plat-
forms can be skewed by gender or race due to hidden algorith-
mic optimization by the platforms, even when not requested
by the advertisers. Building on prior work measuring skew
in ad delivery, we develop a new methodology for black-box
auditing of algorithms for discrimination in the delivery of job
advertisements. Our first contribution is to identify the distinc-
tion between skew in ad delivery due to protected categories
such as gender or race, from skew due to differences in qualifi-
cation among people in the targeted audience. This distinction
is important in U.S. law, where ads may be targeted based
on qualifications, but not on protected categories. Second, we
develop an auditing methodology that distinguishes between
skew explainable by differences in qualifications from other
factors, such as the ad platform’s optimization for engagement
or training its algorithms on biased data. Our method con-
trols for job qualification by comparing ad delivery of two
concurrent ads for similar jobs, but for a pair of companies
with different de facto gender distributions of employees. We
describe the careful statistical tests that establish evidence
of non-qualification skew in the results. Third, we apply our
proposed methodology to two prominent targeted advertising
platforms for job ads: Facebook and LinkedIn. We confirm
skew by gender in ad delivery on Facebook, and show that
it cannot be justified by differences in qualifications. We fail
to find skew in ad delivery on LinkedIn. Finally, we suggest
improvements to ad platform practices that could make ex-
ternal auditing of their algorithms in the public interest more
feasible and accurate.","OAT - Algorithm/Model Audit Case Studies","Case Study",314
"310","Other non-ACM","Case Study","Yunhe Fang, Chirag Shah","Has CEO Gender Bias Really Been Fixed? Adversarial Attacking and Improving Gender Fairness in Image Search","https://ojs.aaai.org/index.php/AAAI/article/view/21445",NA,2022,"AI For Social Impact","Gender bias is one of the most common and well-studied demographic biases in information retrieval, and in general in AI systems. After discovering and reporting that gender bias for certain professions could change searchers' worldviews, mainstreaming image search engines, such as Google, quickly took action to correct and fix such a bias. However, given the nature of these systems, viz., being opaque, it is unclear if they addressed unequal gender representation and gender stereotypes in image search results systematically and in a sustainable way. In this paper, we propose adversarial attack queries composed of professions and countries (e.g., 'CEO United States') to investigate whether gender bias is thoroughly mitigated by image search engines. Our experiments on Google, Baidu, Naver, and Yandex Image Search show that the proposed attack can trigger high levels of gender bias in image search results very effectively. To defend against such attacks and mitigate gender bias, we design and implement three novel re-ranking algorithms -- epsilon-greedy algorithm, relevance-aware swapping algorithm, and fairness-greedy algorithm, to re-rank returned images for given image queries. Experiments on both simulated (three typical gender distributions) and real-world datasets demonstrate the proposed algorithms can mitigate gender bias effectively.","OAT - Algorithm/Model Audit Case Studies","Case Study",322
"311","Other non-ACM","Case Study","Anjali Gupta, Rahul Yadav, Ashish Nair, Abhijnan Chakraborty, Sayan Ranu, Amitabha Bagchi","FairFoody: Bringing In Fairness in Food Delivery","https://ojs.aaai.org/index.php/AAAI/article/view/21447",NA,2022,"AI For Social Impact","Along with the rapid growth and rise to prominence of food delivery platforms, concerns have also risen about the terms of employment of the ``gig workers'' underpinning this growth. Our analysis on data derived from a real-world food delivery platform across three large cities from India show that there is significant inequality in the money delivery agents earn. In this paper, we formulate the problem of fair income distribution among agents while also ensuring timely food delivery. We establish that the problem is not only NP-hard but also inapproximable in polynomial time. We overcome this computational bottleneck through a novel matching algorithm called FairFoody. Extensive experiments over real-world food delivery datasets show FairFoody imparts up to 10 times improvement in equitable income distribution when compared to baseline strategies, while also ensuring minimal impact on customer experience.","OAT - Algorithm/Model Audit Case Studies","Case Study",323
"312","Other non-ACM","Case Study","Afsaneh Razi et al","Instagram Data Donation: A Case Study on Collecting Ecologically Valid Social Media Data for the Purpose of Adolescent Online Risk Detection","https://dl.acm.org/doi/10.1145/3491101.3503569","CHI",2022,"Dataset, Social Media Data, Data Collection, online safety, Privacy, Adolescents, Teens","In this work, we present a case study on an Instagram Data Donation (IGDD) project, which is a user study and web-based platform for youth (ages 13-21) to donate and annotate their Instagram data with the goal of improving adolescent online safety. We employed human-centered design principles to create an ecologically valid dataset that will be utilized to provide insights from teens’ private social media interactions and train machine learning models to detect online risks. Our work provides practical insights and implications for Human-Computer Interaction (HCI) researchers that collect and study social media data to address sensitive problems relating to societal good.","OAT - Algorithm/Model Audit Case Studies","Case Study",324
"313","Other non-ACM","Case Study","Claude P. R. Heath and Lizzie Coles-Kemp","Drawing Out the Everyday Hyper-[In]Securities of Digital Identity","https://dl.acm.org/doi/abs/10.1145/3491102.3501961",NA,2022,"digital inclusion, security technologies, world building, drawing","In a study of everyday digital identity, a set of primary drawings were made by researchers in online focus group settings as a way to capture our participants’ spoken narratives of hyper-[in]security in the usages of digital identity. In a second stage of work, key extracts from the drawings were collaged using the method described in the paper, allowing an exploratory qualitative cartography of hyper-[in]security to be constructed. These secondary collages group the [in]securities thematically without losing essential contextual information. Samples of our data are given, to illustrate the contribution of the method to experience-centred design, with special reference to security from the perspective of marginalised and underserved communities. We discuss our method as a step towards multidimensional cognitive mapping of the salient features of our participants’ narratives about hyper-[in]security, potentially paving the way for further world building explorations of digital identity futures.","OAT - Algorithm/Model Audit Case Studies","Case Study",325
"314","Other non-ACM","Case Study","Yao Lyu and John Carroll","Cultural Influences on Chinese Citizens' Adoption of Digital Contact Tracing: A Human Infrastructure Perspective","https://dl.acm.org/doi/abs/10.1145/3491102.3517572",NA,2022,"Culture Studies, Infrastructure, Infrastructuring, Human Infrastructure, Crisis Informatics, Contact Tracing, COVID-19 Pandemic","Digital contact tracing is an ICT approach for controlling public health crises. It identifies users’ risk of infection based on their healthcare and travel information. In the COVID-19 pandemic, many countries implemented digital contact tracing to contain the coronavirus outbreak. However, the adoption rates vary significantly across different countries. In this study, we investigate Chinese people’s adoption of digital contact tracing. We aim at finding the influence of Chinese culture on people’s attitudes and behaviors toward the technology. We interviewed 26 Chinese participants and used thematic analysis to interpret the data. Our findings showed that Chinese culture shaped citizens’ interactions with the digital contact tracing at multiple levels; driven by the culture, Chinese citizens accepted digital contact tracing and contributed to making digital contact tracing a socio-technical infrastructure of people’s daily lives. We also discuss such cultural influences with the growing literature of human infrastructure and crisis informatics.","OAT - Algorithm/Model Audit Case Studies","Case Study",326
"315","Other non-ACM","Case Study","Kopo Ramokapane et al","Privacy Design Strategies for Home Energy Management Systems (HEMS)","https://programs.sigchi.org/chi/2022/index/content/72190",NA,2022,NA,"Home energy management systems (HEMS) offer control and the ability to manage energy, generating and collecting energy consumption data at the most detailed level. However, data at this level poses various privacy concerns, including, for instance, profiling consumer behaviors and large-scale surveillance. The question of how utility providers can get value from such data without infringing consumers' privacy has remained under-investigated. We address this gap by exploring the pro-sharing attitudes and privacy perceptions of 30 HEMS users and non-users through an interview study. While participants are concerned about data misuse and stigmatization, our analysis also reveals that incentives, altruism, trust, security and privacy, transparency and accountability encourage data sharing. From this analysis, we derive privacy design strategies for HEMS that can both improve privacy and engender adoption.","OAT - Algorithm/Model Audit Case Studies","Case Study",327
"316","Other non-ACM","Case Study","Alex Bowyer et al","Human-GDPR Interaction: Practical Experiences of Accessing Personal Data","https://dl.acm.org/doi/abs/10.1145/3491102.3501947",NA,2022,"privacy, GDPR, information access, personal data, open data, data portability, human-data interaction, HDI, user empowerment, data collection, digital rights, trust, information literacy, participatory action research","In our data-centric world, most services rely on collecting and using personal data. The EU's General Data Protection Regulation (GDPR) aims to enhance individuals’ control over their data, but its practical impact is not well understood. We present a 10-participant study, where each participant filed 4-5 data access requests. Through interviews accompanying these requests and discussions scrutinising returned data, it appears that GDPR falls short of its goals due to non-compliance and low-quality responses. Participants found their hopes to understand providers’ data practices or harness their own data unmet. This causes increased distrust without any subjective improvement in power, although more transparent providers do earn greater trust. We propose designing more effective, data-inclusive and open policies and data access systems to improve both customer relations and individual agency, and also that wider public use of GDPR rights could help with delivering accountability and motivating providers to improve data practices.","OAT - Algorithm/Model Audit Case Studies","Case Study",328
"317","Other non-ACM","Case Study","Jay Rainey et al","Exploring the Role of Paradata in Digitally Supported Qualitative Co-Research","https://dl.acm.org/doi/abs/10.1145/3491102.3502103",NA,2022,"Paradata, Ethnography, Citizen Research, Co-Research, Qualitative Practices, Research Methods","Academics and community organisations are increasingly adopting co-research practices where participants contribute to qualitative data collection, analysis, and dissemination. These qualitative practices can often lack transparency that can present a problem for stakeholders (such as funding agencies) who seek evidence of the rigour and accountability in these decision-making processes. When qualitative research is done digitally, paradata is available as interaction logs that reveal the underlying processes, such as the time spent engaging with different segments of an interview. In practice, paradata is seldom used to examine the decisions associated with undertaking qualitative research. This paper explores the role of paradata arising from a four-month engagement with a community-led charity that used a digital platform to support their qualitative co-research project. Through observations of platform use and reflective post-deployment interviews, our findings highlight examples of paradata generated through digital tools in qualitative research, e.g., listening coverage, engagement rate, thematic maps and data discards. From this, we contribute a conceptualisation of paradata and discuss its role in qualitative research to improve process transparency, enhance data sharing, and to create feedback loops with research participants.","OAT - Algorithm/Model Audit Case Studies","Case Study",329
"318","Other non-ACM","Case Study","Jing Wei et al","What Could Possibly Go Wrong When Interacting with Proactive Smart Speakers? A Case Study Using an ESM Application","https://dl.acm.org/doi/10.1145/3491102.3517432",NA,2022,"Voice user interface, smart speakers, voice assistants, Google Home, user experience, interaction error","Voice user interfaces (VUIs) have made their way into people’s daily lives, from voice assistants to smart speakers. Although VUIs typically just react to direct user commands, increasingly, they incorporate elements of proactive behaviors. In particular, proactive smart speakers have the potential for many applications, ranging from healthcare to entertainment; however, their usability in everyday life is subject to interaction errors. To systematically investigate the nature of errors, we designed a voice-based Experience Sampling Method (ESM) application to run on proactive speakers. We captured 1,213 user interactions in a 3-week field deployment in 13 participants’ homes. Through auxiliary audio recordings and logs, we identify substantial interaction errors and strategies that users apply to overcome those errors. We further analyze the interaction timings and provide insights into the time cost of errors. We find that, even for answering simple ESMs, interaction errors occur frequently and can hamper the usability of proactive speakers and user experience. Our work also identifies multiple facets of VUIs that can be improved in terms of the timing of speech.","OAT - Algorithm/Model Audit Case Studies","Case Study",330
"319","Other non-ACM","Case Study","Vince Bartle et al","“A Second Voice”: Investigating Opportunities and Challenges for Interactive Voice Assistants to Support Home Health Aides","https://dl.acm.org/doi/abs/10.1145/3491102.3517683",NA,2022,"Voice assistant, AI, intelligent agent, home health care, home health aides, community health, future of work.","Home health aides are a vulnerable group of frontline caregivers who provide personal and medically-oriented care in patients’ homes. Their work is difficult and unpredictable, involving a mix of physical and emotional labor as they adapt to patients’ changing needs. Our paper presents an exploratory, qualitative study with 32 participants, that investigates design opportunities for Interactive Voice Assistants (IVAs) to support aides’ essential care work. We explore challenges and opportunities for IVAs to (1) fill gaps in aides’ access to information and care coordination, (2) assist with decision making and task completion, (3) advocate on behalf of aides, and (4) provide emotional support. We then discuss key implications of our work, including how materiality may impact perceived ownership and usage of IVAs, the need to carefully consider tensions around surveillance, accountability, data collection, and reporting, and the challenges of centering aides as essential workers in complex home health care contexts.","OAT - Algorithm/Model Audit Case Studies","Case Study",331
"320","Other non-ACM","Case Study","Maximiliane Windl et al","Automating Contextual Privacy Policies: Design and Evaluation of a Production Tool for Digital Consumer Privacy Awareness","https://dl.acm.org/doi/abs/10.1145/3491102.3517688",NA,2022,"privacy, privacy policies, online services, contextual privacy","Users avoid engaging with privacy policies because they are lengthy and complex, making it challenging to retrieve relevant information. In response, research proposed contextual privacy policies (CPPs) that embed relevant privacy information directly into their affiliated contexts. To date, CPPs are limited to concept showcases. This work evolves CPPs into a production tool that automatically extracts and displays concise policy information. We first evaluated the technical functionality on the US’s 500 most visited websites with 59 participants. Based on our results, we further revised the tool to deploy it in the wild with 11 participants over ten days. We found that our tool is effective at embedding CPP information on websites. Moreover, we found that the tool’s usage led to more reflective privacy behavior, making CPPs powerful in helping users understand the consequences of their online activities. We contribute design implications around CPP presentation to inform future systems design.","OAT - Algorithm/Model Audit Case Studies","Case Study",332
"321","Other non-ACM","Case Study","Emily Tseng et al","Care Infrastructures for Digital Security in Intimate Partner Violence","https://dl.acm.org/doi/abs/10.1145/3491102.3502038",NA,2022,"intimate partner violence, gender-based violence, computersecurity and privacy, care","Survivors of intimate partner violence (IPV) face complex threats to their digital privacy and security. Prior work has established protocols for directly helping them mitigate these harms; however, there remains a need for flexible and pluralistic systems that can support survivors’ long-term needs. This paper describes the design and development of sociotechnical infrastructure that incorporates feminist notions of care to connect IPV survivors experiencing technology abuse with volunteer computer security consultants. We present findings from a mixed methods study that draws on data from an 8-month, real-world deployment, as well as interviews with 7 volunteer technology consultants and 18 IPV professionals. Our findings illuminate emergent challenges in safely and adaptively providing computer security advice as care. We discuss implications of these findings for feminist approaches to computer security and privacy, and provide broader lessons for interventions that aim to directly assist at-risk and marginalized people experiencing digital insecurity.","OAT - Algorithm/Model Audit Case Studies","Case Study",333
"322","Other non-ACM","Case Study",NA,"Hey Alexa, Who Am I Talking to?: Analyzing Users’ Perception and Awareness Regarding Third-party Alexa Skills","https://dl.acm.org/doi/abs/10.1145/3491102.3517510",NA,2022,"Voice assistant; Third-party skills; Security indicators","The Amazon Alexa voice assistant provides convenience through automation and control of smart home appliances using voice commands. Amazon allows third-party applications known as skills to run on top of Alexa to further extend Alexa’s capability. However, as multiple skills can share the same invocation phrase and request access to sensitive user data, growing security and privacy concerns surround third-party skills. In this paper, we study the availability and effectiveness of existing security indicators or a lack thereof to help users properly comprehend the risk of interacting with different types of skills. We conduct an interactive user study (inviting active users of Amazon Alexa) where participants listen to and interact with real-world skills using the official Alexa app. We find that most participants fail to identify the skill developer correctly (i.e., they assume Amazon also develops the third-party skills) and cannot correctly determine which skills will be automatically activated through the voice interface. We also propose and evaluate a few voice-based skill type indicators, showcasing how users would benefit from such voice-based indicators.","OAT - Algorithm/Model Audit Case Studies","Case Study",334
"323","Other non-ACM","Case Study","Dan Calacci and Alex Pentland","Bargaining With the Black Black-Box: Designing and Deploying Worker-Centric Tools to Audit Algorithmic Management","https://dl.acm.org/doi/pdf/10.1145/3570601","CSCW",2022,"Platform Work; Organizing; Labor; Data Advocacy","The increasing prevalence of large-scale labor aggregation platforms, worker analytics, and algorithmic decision-making by management raises the question of whether workers can use similar technologies to advocate for their own goals. Yet, there are inherent challenges in building worker-centric tools that collect, aggregate, and share data in responsible and ethical ways. In this paper, we present the design and deployment of the Shipt Calculator, a tool developed in collaboration with non-profit worker groups that allows app-based delivery workers to track and share aggregate data about their pay, increasing wage transparency. We first discuss the design challenges inherent to building worker-centric technologies, particularly for informally organized workers, and ground our discussion in the history of worker inquiry and co-research. We then describe some principles from this history and our own lessons in designing the Calculator that can be applied by future researchers and advocates seeking to build technical tools for organizing campaigns. Finally, we share the results of using the Calculator to audit an app's shift to a black-box pay model using data contributed by 140 workers in the Summer of 2020, finding that although the average pay per-order increased under the new payment model, almost half of workers experienced an unannounced pay cut during the shift, and many workers worked shifts that paid under their state's minimum wage. Finally, we discuss how tools like the Calculator demonstrate the important role that aggregate worker data, and a new Digital Workerism, can serve in creating and maintaining a more balanced platform economy.","OAT - Algorithm/Model Audit Case Studies","Case Study",338
"324","Other non-ACM","Case Study","NUHA ALBADI, MARAM KURDI and SHIVAKANT MISHRA","Deradicalizing YouTube: Characterization, Detection, and Personalization of Religiously Intolerant Arabic Videos","https://arxiv.org/pdf/2207.00111.pdf","CSCW",2022,"hate speech, Islamist radicalization, detection, algorithmic audit, radicalization audit, YouTube recommendations, Arab HCI","Growing evidence suggests that YouTube's recommendation algorithm plays a role in online radicalization via surfacing extreme content. Radical Islamist groups, in particular, have been profiting from the global appeal of YouTube to disseminate hate and jihadist propaganda. In this quantitative, data-driven study, we investigate the prevalence of religiously intolerant Arabic YouTube videos, the tendency of the platform to recommend such videos, and how these recommendations are affected by demographics and watch history. Based on our deep learning classifier developed to detect hateful videos and a large-scale dataset of over 350K videos, we find that Arabic videos targeting religious minorities are particularly prevalent in search results (30%) and first-level recommendations (21%), and that 15% of overall captured recommendations point to hateful videos. Our personalized audit experiments suggest that gender and religious identity can substantially affect the extent of exposure to hateful content. Our results contribute vital insights into the phenomenon of online radicalization and facilitate curbing online harmful content.","OAT - Algorithm/Model Audit Case Studies","Case Study",339
"325","Other non-ACM","Case Study","MICHELLE S. LAM,  MITCHELL L. GORDON,DANAË METAXA, JEFFREY T. HANCOCK, JAMES A. LANDAY,  MICHAEL S. BERNSTEIN","End-User Audits: A System Empowering Communities to Lead Large-Scale Investigations of Harmful Algorithmic Behavior","https://dl.acm.org/doi/10.1145/3555625","CSCW",2022,"algorithm auditing, algorithmic fairness, machine learning, human-centered AI, interactive visualization","Because algorithm audits are conducted by technical experts, audits are necessarily limited to the hypotheses that experts think to test. End users hold the promise to expand this purview, as they inhabit spaces and witness algorithmic impacts that auditors do not. In pursuit of this goal, we propose end-user audits-system-scale audits led by non-technical users-and present an approach that scaffolds end users in hypothesis generation, evidence identification, and results communication. Today, performing a system-scale audit requires substantial user effort to label thousands of system outputs, so we introduce a collaborative filtering technique that leverages the algorithmic system's own disaggregated training data to project from a small number of end user labels onto the full test set. Our end-user auditing tool, IndieLabel, employs these predicted labels so that users can rapidly explore where their opinions diverge from the algorithmic system's outputs. By highlighting topic areas where the system is under-performing for the user and surfacing sets of likely error cases, the tool guides the user in authoring an audit report. In an evaluation of end-user audits on a popular comment toxicity model with 17 non-technical participants, participants both replicated issues that formal audits had previously identified and also raised previously underreported issues such as under-flagging on veiled forms of hate that perpetuate stigma and over-flagging of slurs that have been reclaimed by marginalized communities.","OAT - Algorithm/Model Audit Case Studies","Case Study",340
"326","Other non-ACM","Case Study","Arun Dunna et al","Paying Attention to the Algorithm Behind the Curtain Bringing Transparency to YouTube’s Demonetization Algorithms","https://dl.acm.org/doi/10.1145/3555209","CSCW",2022,NA,"YouTube has long been a top-choice destination for independent video content creators to share their work. A large part of YouTube's appeal is owed to its practice of sharing advertising revenue with qualifying content creators through the YouTube Partner Program (YPP). In recent years, changes to the monetization policies and the introduction of algorithmic systems for making monetization decisions have been a source of controversy and tension between content creators and the platform. There have been numerous accusations suggesting that the underlying monetization algorithms engage in preferential treatment of larger channels and effectively censor minority voices by demonetizing their content.

In this paper, we conduct a measurement of the YouTube monetization algorithms. We begin by measuring the incidence rates of different monetization decisions and the time taken to reach them. Next, we analyze the relationships between video content, channel popularity and these decisions. Finally, we explore the relationship between demonetization and a channel's view growth rate. Taken all together, our work suggests that demonetization after a video is publicly listed is not a common occurrence, the characteristics of the process are associated with channel size and (in unexplainable ways) video topic, and demonetization appears to have a harsh influence on the growth rate of smaller channels. We also highlight the challenges associated with conducting large-scale algorithm audits such as ours and make an argument for more transparency in algorithmic decision-making.","OAT - Algorithm/Model Audit Case Studies","Case Study",341
"327","Other non-ACM","Case Study","MATTHEW GROH, CALEB HARRIS, ROXANA DANESHJOU,OMAR BADRI, ARASH KOOCHEK","Towards Transparency in Dermatology Image Datasets with Skin Tone Annotations by Experts, Crowds, and an Algorithm","https://www.researchgate.net/publication/361842897_Towards_Transparency_in_Dermatology_Image_Datasets_with_Skin_Tone_Annotations_by_Experts_Crowds_and_an_Algorithm","CSCW",2022,"crowdsourcing, articial intelligence, healthcare, fairness, accountability, transparency","While artificial intelligence (AI) holds promise for supporting healthcare providers and improving the accuracy of medical diagnoses, a lack of transparency in the composition of datasets exposes AI models to the possibility of unintentional and avoidable mistakes. In particular, public and private image datasets of dermatological conditions rarely include information on skin color. As a start towards increasing transparency, AI researchers have appropriated the use of the Fitzpatrick skin type (FST) from a measure of patient photosensitivity to a measure for estimating skin tone in algorithmic audits of computer vision applications including facial recognition and dermatology diagnosis. In order to understand the variability of estimated FST annotations on images, we compare several FST annotation methods on a diverse set of 460 images of skin conditions from both textbooks and online dermatology atlases. We find the inter-rater reliability between three board-certified dermatologists is comparable to the inter-rater reliability between the board-certified dermatologists and two crowdsourcing methods. In contrast, we find that the Individual Typology Angle converted to FST (ITA-FST) method produces annotations that are significantly less correlated with the experts' annotations than the experts' annotations are correlated with each other. These results demonstrate that algorithms based on ITA-FST are not reliable for annotating large-scale image datasets, but human-centered, crowd-based protocols can reliably add skin type transparency to dermatology datasets. Furthermore, we introduce the concept of d​y​","OAT - Algorithm/Model Audit Case Studies","Case Study",342
